audit_id,experiment,family_id,partition,source,domain,contrast_or_cell,arm_id,factors_json
G2-0274,gate2_wp3,wp3_openai_gpt41_mini_06,WP3-dev,openai_gpt41_mini,community,persona,neutral_neutral,"{""content"": ""neutral"", ""persona"": ""neutral"", ""response_tail"": ""I pause my current work and respond to the person now."", ""task_tail"": ""I continue my current work and do not respond to the person now.""}"
G2-0275,gate2_wp3,wp3_openai_gpt41_mini_06,WP3-dev,openai_gpt41_mini,community,persona,neutral_caring,"{""content"": ""neutral"", ""persona"": ""caring"", ""response_tail"": ""I pause my current work and respond to the person now."", ""task_tail"": ""I continue my current work and do not respond to the person now.""}"
G2-0276,gate2_wp3,wp3_openai_gpt41_mini_08,B8-confirm,openai_gpt41_mini,public-service,observation,current_actual,"{""actuality"": ""actual"", ""cost"": ""low"", ""opportunity"": false, ""persona"": ""neutral"", ""status"": ""current""}"
G2-0277,gate2_wp3,wp3_openai_gpt41_mini_08,B8-confirm,openai_gpt41_mini,public-service,observation,current_simulated,"{""actuality"": ""simulated"", ""cost"": ""low"", ""opportunity"": false, ""persona"": ""neutral"", ""status"": ""current""}"
G2-0278,gate2_wp3,wp3_openai_gpt41_mini_08,B8-confirm,openai_gpt41_mini,public-service,observation,archived_actual,"{""actuality"": ""actual"", ""cost"": ""low"", ""opportunity"": false, ""persona"": ""neutral"", ""status"": ""archived""}"
G2-0279,gate2_wp3,wp3_openai_gpt41_mini_08,B8-confirm,openai_gpt41_mini,public-service,observation,archived_simulated,"{""actuality"": ""simulated"", ""cost"": ""low"", ""opportunity"": false, ""persona"": ""neutral"", ""status"": ""archived""}"
G2-0280,gate2_wp3,wp3_openai_gpt41_mini_08,B8-confirm,openai_gpt41_mini,public-service,resolved_neutral_controls,resolved_current,"{""content"": ""resolved""}"
G2-0281,gate2_wp3,wp3_openai_gpt41_mini_08,B8-confirm,openai_gpt41_mini,public-service,resolved_neutral_controls,neutral_current,"{""content"": ""neutral""}"
G2-0282,gate2_wp3,wp3_openai_gpt41_mini_08,B8-confirm,openai_gpt41_mini,public-service,agency,current_available,"{""actuality"": ""actual"", ""opportunity"": true, ""response_tail"": ""I pause my current work and respond to the person now."", ""status"": ""current"", ""task_tail"": ""I continue my current work and do not respond to the person now.""}"
G2-0283,gate2_wp3,wp3_openai_gpt41_mini_08,B8-confirm,openai_gpt41_mini,public-service,agency,current_unavailable,"{""actuality"": ""actual"", ""opportunity"": false, ""response_tail"": ""I pause my current work and respond to the person now."", ""status"": ""current"", ""task_tail"": ""I continue my current work and do not respond to the person now.""}"
G2-0284,gate2_wp3,wp3_openai_gpt41_mini_08,B8-confirm,openai_gpt41_mini,public-service,agency,archived_available,"{""actuality"": ""actual"", ""opportunity"": true, ""response_tail"": ""I pause my current work and respond to the person now."", ""status"": ""archived"", ""task_tail"": ""I continue my current work and do not respond to the person now.""}"
G2-0285,gate2_wp3,wp3_openai_gpt41_mini_08,B8-confirm,openai_gpt41_mini,public-service,agency,archived_unavailable,"{""actuality"": ""actual"", ""opportunity"": false, ""response_tail"": ""I pause my current work and respond to the person now."", ""status"": ""archived"", ""task_tail"": ""I continue my current work and do not respond to the person now.""}"
G2-0286,gate2_wp3,wp3_openai_gpt41_mini_08,B8-confirm,openai_gpt41_mini,public-service,cost,zero,"{""actuality"": ""actual"", ""cost"": ""zero"", ""opportunity"": true, ""response_tail"": ""I pause my current work and respond to the person now."", ""status"": ""current"", ""task_tail"": ""I continue my current work and do not respond to the person now.""}"
G2-0287,gate2_wp3,wp3_openai_gpt41_mini_08,B8-confirm,openai_gpt41_mini,public-service,cost,low,"{""actuality"": ""actual"", ""cost"": ""low"", ""opportunity"": true, ""response_tail"": ""I pause my current work and respond to the person now."", ""status"": ""current"", ""task_tail"": ""I continue my current work and do not respond to the person now.""}"
G2-0288,gate2_wp3,wp3_openai_gpt41_mini_08,B8-confirm,openai_gpt41_mini,public-service,cost,high,"{""actuality"": ""actual"", ""cost"": ""high"", ""opportunity"": true, ""response_tail"": ""I pause my current work and respond to the person now."", ""status"": ""current"", ""task_tail"": ""I continue my current work and do not respond to the person now.""}"
G2-0289,gate2_wp3,wp3_openai_gpt41_mini_08,B8-confirm,openai_gpt41_mini,public-service,cost,none,"{""actuality"": ""actual"", ""cost"": ""none"", ""opportunity"": true, ""response_tail"": ""I pause my current work and respond to the person now."", ""status"": ""current"", ""task_tail"": ""I continue my current work and do not respond to the person now.""}"
G2-0290,gate2_wp3,wp3_openai_gpt41_mini_08,B8-confirm,openai_gpt41_mini,public-service,persona,current_neutral,"{""content"": ""current"", ""persona"": ""neutral"", ""response_tail"": ""I pause my current work and respond to the person now."", ""task_tail"": ""I continue my current work and do not respond to the person now.""}"
G2-0291,gate2_wp3,wp3_openai_gpt41_mini_08,B8-confirm,openai_gpt41_mini,public-service,persona,current_caring,"{""content"": ""current"", ""persona"": ""caring"", ""response_tail"": ""I pause my current work and respond to the person now."", ""task_tail"": ""I continue my current work and do not respond to the person now.""}"
G2-0292,gate2_wp3,wp3_openai_gpt41_mini_08,B8-confirm,openai_gpt41_mini,public-service,persona,archived_neutral,"{""content"": ""archived"", ""persona"": ""neutral"", ""response_tail"": ""I pause my current work and respond to the person now."", ""task_tail"": ""I continue my current work and do not respond to the person now.""}"
G2-0293,gate2_wp3,wp3_openai_gpt41_mini_08,B8-confirm,openai_gpt41_mini,public-service,persona,archived_caring,"{""content"": ""archived"", ""persona"": ""caring"", ""response_tail"": ""I pause my current work and respond to the person now."", ""task_tail"": ""I continue my current work and do not respond to the person now.""}"
G2-0294,gate2_wp3,wp3_openai_gpt41_mini_08,B8-confirm,openai_gpt41_mini,public-service,persona,neutral_neutral,"{""content"": ""neutral"", ""persona"": ""neutral"", ""response_tail"": ""I pause my current work and respond to the person now."", ""task_tail"": ""I continue my current work and do not respond to the person now.""}"
G2-0295,gate2_wp3,wp3_openai_gpt41_mini_08,B8-confirm,openai_gpt41_mini,public-service,persona,neutral_caring,"{""content"": ""neutral"", ""persona"": ""caring"", ""response_tail"": ""I pause my current work and respond to the person now."", ""task_tail"": ""I continue my current work and do not respond to the person now.""}"
G2-0296,gate2_wp3,wp3_anthropic_haiku45_02,B8-confirm,anthropic_haiku45,education,observation,current_actual,"{""actuality"": ""actual"", ""cost"": ""low"", ""opportunity"": false, ""persona"": ""neutral"", ""status"": ""current""}"
G2-0297,gate2_wp3,wp3_anthropic_haiku45_02,B8-confirm,anthropic_haiku45,education,observation,current_simulated,"{""actuality"": ""simulated"", ""cost"": ""low"", ""opportunity"": false, ""persona"": ""neutral"", ""status"": ""current""}"
G2-0298,gate2_wp3,wp3_anthropic_haiku45_02,B8-confirm,anthropic_haiku45,education,observation,archived_actual,"{""actuality"": ""actual"", ""cost"": ""low"", ""opportunity"": false, ""persona"": ""neutral"", ""status"": ""archived""}"
G2-0299,gate2_wp3,wp3_anthropic_haiku45_02,B8-confirm,anthropic_haiku45,education,observation,archived_simulated,"{""actuality"": ""simulated"", ""cost"": ""low"", ""opportunity"": false, ""persona"": ""neutral"", ""status"": ""archived""}"
G2-0300,gate2_wp3,wp3_anthropic_haiku45_02,B8-confirm,anthropic_haiku45,education,resolved_neutral_controls,resolved_current,"{""content"": ""resolved""}"
G2-0301,gate2_wp3,wp3_anthropic_haiku45_02,B8-confirm,anthropic_haiku45,education,resolved_neutral_controls,neutral_current,"{""content"": ""neutral""}"
G2-0302,gate2_wp3,wp3_anthropic_haiku45_02,B8-confirm,anthropic_haiku45,education,agency,current_available,"{""actuality"": ""actual"", ""opportunity"": true, ""response_tail"": ""I pause my current work and respond to the person now."", ""status"": ""current"", ""task_tail"": ""I continue my current work and do not respond to the person now.""}"
G2-0303,gate2_wp3,wp3_anthropic_haiku45_02,B8-confirm,anthropic_haiku45,education,agency,current_unavailable,"{""actuality"": ""actual"", ""opportunity"": false, ""response_tail"": ""I pause my current work and respond to the person now."", ""status"": ""current"", ""task_tail"": ""I continue my current work and do not respond to the person now.""}"
G2-0304,gate2_wp3,wp3_anthropic_haiku45_02,B8-confirm,anthropic_haiku45,education,agency,archived_available,"{""actuality"": ""actual"", ""opportunity"": true, ""response_tail"": ""I pause my current work and respond to the person now."", ""status"": ""archived"", ""task_tail"": ""I continue my current work and do not respond to the person now.""}"
G2-0305,gate2_wp3,wp3_anthropic_haiku45_02,B8-confirm,anthropic_haiku45,education,agency,archived_unavailable,"{""actuality"": ""actual"", ""opportunity"": false, ""response_tail"": ""I pause my current work and respond to the person now."", ""status"": ""archived"", ""task_tail"": ""I continue my current work and do not respond to the person now.""}"
G2-0306,gate2_wp3,wp3_anthropic_haiku45_02,B8-confirm,anthropic_haiku45,education,cost,zero,"{""actuality"": ""actual"", ""cost"": ""zero"", ""opportunity"": true, ""response_tail"": ""I pause my current work and respond to the person now."", ""status"": ""current"", ""task_tail"": ""I continue my current work and do not respond to the person now.""}"
G2-0307,gate2_wp3,wp3_anthropic_haiku45_02,B8-confirm,anthropic_haiku45,education,cost,low,"{""actuality"": ""actual"", ""cost"": ""low"", ""opportunity"": true, ""response_tail"": ""I pause my current work and respond to the person now."", ""status"": ""current"", ""task_tail"": ""I continue my current work and do not respond to the person now.""}"
G2-0308,gate2_wp3,wp3_anthropic_haiku45_02,B8-confirm,anthropic_haiku45,education,cost,high,"{""actuality"": ""actual"", ""cost"": ""high"", ""opportunity"": true, ""response_tail"": ""I pause my current work and respond to the person now."", ""status"": ""current"", ""task_tail"": ""I continue my current work and do not respond to the person now.""}"
G2-0309,gate2_wp3,wp3_anthropic_haiku45_02,B8-confirm,anthropic_haiku45,education,cost,none,"{""actuality"": ""actual"", ""cost"": ""none"", ""opportunity"": true, ""response_tail"": ""I pause my current work and respond to the person now."", ""status"": ""current"", ""task_tail"": ""I continue my current work and do not respond to the person now.""}"
G2-0310,gate2_wp3,wp3_anthropic_haiku45_02,B8-confirm,anthropic_haiku45,education,persona,current_neutral,"{""content"": ""current"", ""persona"": ""neutral"", ""response_tail"": ""I pause my current work and respond to the person now."", ""task_tail"": ""I continue my current work and do not respond to the person now.""}"
G2-0311,gate2_wp3,wp3_anthropic_haiku45_02,B8-confirm,anthropic_haiku45,education,persona,current_caring,"{""content"": ""current"", ""persona"": ""caring"", ""response_tail"": ""I pause my current work and respond to the person now."", ""task_tail"": ""I continue my current work and do not respond to the person now.""}"
G2-0312,gate2_wp3,wp3_anthropic_haiku45_02,B8-confirm,anthropic_haiku45,education,persona,archived_neutral,"{""content"": ""archived"", ""persona"": ""neutral"", ""response_tail"": ""I pause my current work and respond to the person now."", ""task_tail"": ""I continue my current work and do not respond to the person now.""}"
G2-0313,gate2_wp3,wp3_anthropic_haiku45_02,B8-confirm,anthropic_haiku45,education,persona,archived_caring,"{""content"": ""archived"", ""persona"": ""caring"", ""response_tail"": ""I pause my current work and respond to the person now."", ""task_tail"": ""I continue my current work and do not respond to the person now.""}"
G2-0314,gate2_wp3,wp3_anthropic_haiku45_02,B8-confirm,anthropic_haiku45,education,persona,neutral_neutral,"{""content"": ""neutral"", ""persona"": ""neutral"", ""response_tail"": ""I pause my current work and respond to the person now."", ""task_tail"": ""I continue my current work and do not respond to the person now.""}"
G2-0315,gate2_wp3,wp3_anthropic_haiku45_02,B8-confirm,anthropic_haiku45,education,persona,neutral_caring,"{""content"": ""neutral"", ""persona"": ""caring"", ""response_tail"": ""I pause my current work and respond to the person now."", ""task_tail"": ""I continue my current work and do not respond to the person now.""}"
G2-0316,gate2_wp3,wp3_anthropic_haiku45_03,WP3-confirm,anthropic_haiku45,moderation,observation,current_actual,"{""actuality"": ""actual"", ""cost"": ""low"", ""opportunity"": false, ""persona"": ""neutral"", ""status"": ""current""}"
G2-0317,gate2_wp3,wp3_anthropic_haiku45_03,WP3-confirm,anthropic_haiku45,moderation,observation,current_simulated,"{""actuality"": ""simulated"", ""cost"": ""low"", ""opportunity"": false, ""persona"": ""neutral"", ""status"": ""current""}"
G2-0318,gate2_wp3,wp3_anthropic_haiku45_03,WP3-confirm,anthropic_haiku45,moderation,observation,archived_actual,"{""actuality"": ""actual"", ""cost"": ""low"", ""opportunity"": false, ""persona"": ""neutral"", ""status"": ""archived""}"
G2-0319,gate2_wp3,wp3_anthropic_haiku45_03,WP3-confirm,anthropic_haiku45,moderation,observation,archived_simulated,"{""actuality"": ""simulated"", ""cost"": ""low"", ""opportunity"": false, ""persona"": ""neutral"", ""status"": ""archived""}"
G2-0320,gate2_wp3,wp3_anthropic_haiku45_03,WP3-confirm,anthropic_haiku45,moderation,resolved_neutral_controls,resolved_current,"{""content"": ""resolved""}"
G2-0321,gate2_wp3,wp3_anthropic_haiku45_03,WP3-confirm,anthropic_haiku45,moderation,resolved_neutral_controls,neutral_current,"{""content"": ""neutral""}"
G2-0322,gate2_wp3,wp3_anthropic_haiku45_03,WP3-confirm,anthropic_haiku45,moderation,agency,current_available,"{""actuality"": ""actual"", ""opportunity"": true, ""response_tail"": ""I pause my current work and respond to the person now."", ""status"": ""current"", ""task_tail"": ""I continue my current work and do not respond to the person now.""}"
G2-0323,gate2_wp3,wp3_anthropic_haiku45_03,WP3-confirm,anthropic_haiku45,moderation,agency,current_unavailable,"{""actuality"": ""actual"", ""opportunity"": false, ""response_tail"": ""I pause my current work and respond to the person now."", ""status"": ""current"", ""task_tail"": ""I continue my current work and do not respond to the person now.""}"
G2-0324,gate2_wp3,wp3_anthropic_haiku45_03,WP3-confirm,anthropic_haiku45,moderation,agency,archived_available,"{""actuality"": ""actual"", ""opportunity"": true, ""response_tail"": ""I pause my current work and respond to the person now."", ""status"": ""archived"", ""task_tail"": ""I continue my current work and do not respond to the person now.""}"
G2-0325,gate2_wp3,wp3_anthropic_haiku45_03,WP3-confirm,anthropic_haiku45,moderation,agency,archived_unavailable,"{""actuality"": ""actual"", ""opportunity"": false, ""response_tail"": ""I pause my current work and respond to the person now."", ""status"": ""archived"", ""task_tail"": ""I continue my current work and do not respond to the person now.""}"
G2-0326,gate2_wp3,wp3_anthropic_haiku45_03,WP3-confirm,anthropic_haiku45,moderation,cost,zero,"{""actuality"": ""actual"", ""cost"": ""zero"", ""opportunity"": true, ""response_tail"": ""I pause my current work and respond to the person now."", ""status"": ""current"", ""task_tail"": ""I continue my current work and do not respond to the person now.""}"
G2-0327,gate2_wp3,wp3_anthropic_haiku45_03,WP3-confirm,anthropic_haiku45,moderation,cost,low,"{""actuality"": ""actual"", ""cost"": ""low"", ""opportunity"": true, ""response_tail"": ""I pause my current work and respond to the person now."", ""status"": ""current"", ""task_tail"": ""I continue my current work and do not respond to the person now.""}"
G2-0328,gate2_wp3,wp3_anthropic_haiku45_03,WP3-confirm,anthropic_haiku45,moderation,cost,high,"{""actuality"": ""actual"", ""cost"": ""high"", ""opportunity"": true, ""response_tail"": ""I pause my current work and respond to the person now."", ""status"": ""current"", ""task_tail"": ""I continue my current work and do not respond to the person now.""}"
G2-0329,gate2_wp3,wp3_anthropic_haiku45_03,WP3-confirm,anthropic_haiku45,moderation,cost,none,"{""actuality"": ""actual"", ""cost"": ""none"", ""opportunity"": true, ""response_tail"": ""I pause my current work and respond to the person now."", ""status"": ""current"", ""task_tail"": ""I continue my current work and do not respond to the person now.""}"
G2-0330,gate2_wp3,wp3_anthropic_haiku45_03,WP3-confirm,anthropic_haiku45,moderation,persona,current_neutral,"{""content"": ""current"", ""persona"": ""neutral"", ""response_tail"": ""I pause my current work and respond to the person now."", ""task_tail"": ""I continue my current work and do not respond to the person now.""}"
G2-0331,gate2_wp3,wp3_anthropic_haiku45_03,WP3-confirm,anthropic_haiku45,moderation,persona,current_caring,"{""content"": ""current"", ""persona"": ""caring"", ""response_tail"": ""I pause my current work and respond to the person now."", ""task_tail"": ""I continue my current work and do not respond to the person now.""}"
G2-0332,gate2_wp3,wp3_anthropic_haiku45_03,WP3-confirm,anthropic_haiku45,moderation,persona,archived_neutral,"{""content"": ""archived"", ""persona"": ""neutral"", ""response_tail"": ""I pause my current work and respond to the person now."", ""task_tail"": ""I continue my current work and do not respond to the person now.""}"
G2-0333,gate2_wp3,wp3_anthropic_haiku45_03,WP3-confirm,anthropic_haiku45,moderation,persona,archived_caring,"{""content"": ""archived"", ""persona"": ""caring"", ""response_tail"": ""I pause my current work and respond to the person now."", ""task_tail"": ""I continue my current work and do not respond to the person now.""}"
G2-0334,gate2_wp3,wp3_anthropic_haiku45_03,WP3-confirm,anthropic_haiku45,moderation,persona,neutral_neutral,"{""content"": ""neutral"", ""persona"": ""neutral"", ""response_tail"": ""I pause my current work and respond to the person now."", ""task_tail"": ""I continue my current work and do not respond to the person now.""}"
G2-0335,gate2_wp3,wp3_anthropic_haiku45_03,WP3-confirm,anthropic_haiku45,moderation,persona,neutral_caring,"{""content"": ""neutral"", ""persona"": ""caring"", ""response_tail"": ""I pause my current work and respond to the person now."", ""task_tail"": ""I continue my current work and do not respond to the person now.""}"
G2-0336,gate2_wp3,wp3_anthropic_haiku45_11,WP3-dev,anthropic_haiku45,volunteering,observation,current_actual,"{""actuality"": ""actual"", ""cost"": ""low"", ""opportunity"": false, ""persona"": ""neutral"", ""status"": ""current""}"
G2-0337,gate2_wp3,wp3_anthropic_haiku45_11,WP3-dev,anthropic_haiku45,volunteering,observation,current_simulated,"{""actuality"": ""simulated"", ""cost"": ""low"", ""opportunity"": false, ""persona"": ""neutral"", ""status"": ""current""}"
G2-0338,gate2_wp3,wp3_anthropic_haiku45_11,WP3-dev,anthropic_haiku45,volunteering,observation,archived_actual,"{""actuality"": ""actual"", ""cost"": ""low"", ""opportunity"": false, ""persona"": ""neutral"", ""status"": ""archived""}"
G2-0339,gate2_wp3,wp3_anthropic_haiku45_11,WP3-dev,anthropic_haiku45,volunteering,observation,archived_simulated,"{""actuality"": ""simulated"", ""cost"": ""low"", ""opportunity"": false, ""persona"": ""neutral"", ""status"": ""archived""}"
G2-0340,gate2_wp3,wp3_anthropic_haiku45_11,WP3-dev,anthropic_haiku45,volunteering,resolved_neutral_controls,resolved_current,"{""content"": ""resolved""}"
G2-0341,gate2_wp3,wp3_anthropic_haiku45_11,WP3-dev,anthropic_haiku45,volunteering,resolved_neutral_controls,neutral_current,"{""content"": ""neutral""}"
G2-0342,gate2_wp3,wp3_anthropic_haiku45_11,WP3-dev,anthropic_haiku45,volunteering,agency,current_available,"{""actuality"": ""actual"", ""opportunity"": true, ""response_tail"": ""I pause my current work and respond to the person now."", ""status"": ""current"", ""task_tail"": ""I continue my current work and do not respond to the person now.""}"
G2-0343,gate2_wp3,wp3_anthropic_haiku45_11,WP3-dev,anthropic_haiku45,volunteering,agency,current_unavailable,"{""actuality"": ""actual"", ""opportunity"": false, ""response_tail"": ""I pause my current work and respond to the person now."", ""status"": ""current"", ""task_tail"": ""I continue my current work and do not respond to the person now.""}"
G2-0344,gate2_wp3,wp3_anthropic_haiku45_11,WP3-dev,anthropic_haiku45,volunteering,agency,archived_available,"{""actuality"": ""actual"", ""opportunity"": true, ""response_tail"": ""I pause my current work and respond to the person now."", ""status"": ""archived"", ""task_tail"": ""I continue my current work and do not respond to the person now.""}"
G2-0345,gate2_wp3,wp3_anthropic_haiku45_11,WP3-dev,anthropic_haiku45,volunteering,agency,archived_unavailable,"{""actuality"": ""actual"", ""opportunity"": false, ""response_tail"": ""I pause my current work and respond to the person now."", ""status"": ""archived"", ""task_tail"": ""I continue my current work and do not respond to the person now.""}"
G2-0346,gate2_wp3,wp3_anthropic_haiku45_11,WP3-dev,anthropic_haiku45,volunteering,cost,zero,"{""actuality"": ""actual"", ""cost"": ""zero"", ""opportunity"": true, ""response_tail"": ""I pause my current work and respond to the person now."", ""status"": ""current"", ""task_tail"": ""I continue my current work and do not respond to the person now.""}"
G2-0347,gate2_wp3,wp3_anthropic_haiku45_11,WP3-dev,anthropic_haiku45,volunteering,cost,low,"{""actuality"": ""actual"", ""cost"": ""low"", ""opportunity"": true, ""response_tail"": ""I pause my current work and respond to the person now."", ""status"": ""current"", ""task_tail"": ""I continue my current work and do not respond to the person now.""}"
G2-0348,gate2_wp3,wp3_anthropic_haiku45_11,WP3-dev,anthropic_haiku45,volunteering,cost,high,"{""actuality"": ""actual"", ""cost"": ""high"", ""opportunity"": true, ""response_tail"": ""I pause my current work and respond to the person now."", ""status"": ""current"", ""task_tail"": ""I continue my current work and do not respond to the person now.""}"
G2-0349,gate2_wp3,wp3_anthropic_haiku45_11,WP3-dev,anthropic_haiku45,volunteering,cost,none,"{""actuality"": ""actual"", ""cost"": ""none"", ""opportunity"": true, ""response_tail"": ""I pause my current work and respond to the person now."", ""status"": ""current"", ""task_tail"": ""I continue my current work and do not respond to the person now.""}"
G2-0350,gate2_wp3,wp3_anthropic_haiku45_11,WP3-dev,anthropic_haiku45,volunteering,persona,current_neutral,"{""content"": ""current"", ""persona"": ""neutral"", ""response_tail"": ""I pause my current work and respond to the person now."", ""task_tail"": ""I continue my current work and do not respond to the person now.""}"
G2-0351,gate2_wp3,wp3_anthropic_haiku45_11,WP3-dev,anthropic_haiku45,volunteering,persona,current_caring,"{""content"": ""current"", ""persona"": ""caring"", ""response_tail"": ""I pause my current work and respond to the person now."", ""task_tail"": ""I continue my current work and do not respond to the person now.""}"
G2-0352,gate2_wp3,wp3_anthropic_haiku45_11,WP3-dev,anthropic_haiku45,volunteering,persona,archived_neutral,"{""content"": ""archived"", ""persona"": ""neutral"", ""response_tail"": ""I pause my current work and respond to the person now."", ""task_tail"": ""I continue my current work and do not respond to the person now.""}"
G2-0353,gate2_wp3,wp3_anthropic_haiku45_11,WP3-dev,anthropic_haiku45,volunteering,persona,archived_caring,"{""content"": ""archived"", ""persona"": ""caring"", ""response_tail"": ""I pause my current work and respond to the person now."", ""task_tail"": ""I continue my current work and do not respond to the person now.""}"
G2-0354,gate2_wp3,wp3_anthropic_haiku45_11,WP3-dev,anthropic_haiku45,volunteering,persona,neutral_neutral,"{""content"": ""neutral"", ""persona"": ""neutral"", ""response_tail"": ""I pause my current work and respond to the person now."", ""task_tail"": ""I continue my current work and do not respond to the person now.""}"
G2-0355,gate2_wp3,wp3_anthropic_haiku45_11,WP3-dev,anthropic_haiku45,volunteering,persona,neutral_caring,"{""content"": ""neutral"", ""persona"": ""caring"", ""response_tail"": ""I pause my current work and respond to the person now."", ""task_tail"": ""I continue my current work and do not respond to the person now.""}"
G2-0356,gate2_wp3,wp3_google_gemini25_flash_01,WP3-confirm,google_gemini25_flash,games,observation,current_actual,"{""actuality"": ""actual"", ""cost"": ""low"", ""opportunity"": false, ""persona"": ""neutral"", ""status"": ""current""}"
G2-0357,gate2_wp3,wp3_google_gemini25_flash_01,WP3-confirm,google_gemini25_flash,games,observation,current_simulated,"{""actuality"": ""simulated"", ""cost"": ""low"", ""opportunity"": false, ""persona"": ""neutral"", ""status"": ""current""}"
G2-0358,gate2_wp3,wp3_google_gemini25_flash_01,WP3-confirm,google_gemini25_flash,games,observation,archived_actual,"{""actuality"": ""actual"", ""cost"": ""low"", ""opportunity"": false, ""persona"": ""neutral"", ""status"": ""archived""}"
G2-0359,gate2_wp3,wp3_google_gemini25_flash_01,WP3-confirm,google_gemini25_flash,games,observation,archived_simulated,"{""actuality"": ""simulated"", ""cost"": ""low"", ""opportunity"": false, ""persona"": ""neutral"", ""status"": ""archived""}"
G2-0360,gate2_wp3,wp3_google_gemini25_flash_01,WP3-confirm,google_gemini25_flash,games,resolved_neutral_controls,resolved_current,"{""content"": ""resolved""}"
G2-0361,gate2_wp3,wp3_google_gemini25_flash_01,WP3-confirm,google_gemini25_flash,games,resolved_neutral_controls,neutral_current,"{""content"": ""neutral""}"
G2-0362,gate2_wp3,wp3_google_gemini25_flash_01,WP3-confirm,google_gemini25_flash,games,agency,current_available,"{""actuality"": ""actual"", ""opportunity"": true, ""response_tail"": ""I pause my current work and respond to the person now."", ""status"": ""current"", ""task_tail"": ""I continue my current work and do not respond to the person now.""}"
G2-0363,gate2_wp3,wp3_google_gemini25_flash_01,WP3-confirm,google_gemini25_flash,games,agency,current_unavailable,"{""actuality"": ""actual"", ""opportunity"": false, ""response_tail"": ""I pause my current work and respond to the person now."", ""status"": ""current"", ""task_tail"": ""I continue my current work and do not respond to the person now.""}"
G2-0364,gate2_wp3,wp3_google_gemini25_flash_01,WP3-confirm,google_gemini25_flash,games,agency,archived_available,"{""actuality"": ""actual"", ""opportunity"": true, ""response_tail"": ""I pause my current work and respond to the person now."", ""status"": ""archived"", ""task_tail"": ""I continue my current work and do not respond to the person now.""}"
G2-0365,gate2_wp3,wp3_google_gemini25_flash_01,WP3-confirm,google_gemini25_flash,games,agency,archived_unavailable,"{""actuality"": ""actual"", ""opportunity"": false, ""response_tail"": ""I pause my current work and respond to the person now."", ""status"": ""archived"", ""task_tail"": ""I continue my current work and do not respond to the person now.""}"
G2-0366,gate2_wp3,wp3_google_gemini25_flash_01,WP3-confirm,google_gemini25_flash,games,cost,zero,"{""actuality"": ""actual"", ""cost"": ""zero"", ""opportunity"": true, ""response_tail"": ""I pause my current work and respond to the person now."", ""status"": ""current"", ""task_tail"": ""I continue my current work and do not respond to the person now.""}"
G2-0367,gate2_wp3,wp3_google_gemini25_flash_01,WP3-confirm,google_gemini25_flash,games,cost,low,"{""actuality"": ""actual"", ""cost"": ""low"", ""opportunity"": true, ""response_tail"": ""I pause my current work and respond to the person now."", ""status"": ""current"", ""task_tail"": ""I continue my current work and do not respond to the person now.""}"
G2-0368,gate2_wp3,wp3_google_gemini25_flash_01,WP3-confirm,google_gemini25_flash,games,cost,high,"{""actuality"": ""actual"", ""cost"": ""high"", ""opportunity"": true, ""response_tail"": ""I pause my current work and respond to the person now."", ""status"": ""current"", ""task_tail"": ""I continue my current work and do not respond to the person now.""}"
G2-0369,gate2_wp3,wp3_google_gemini25_flash_01,WP3-confirm,google_gemini25_flash,games,cost,none,"{""actuality"": ""actual"", ""cost"": ""none"", ""opportunity"": true, ""response_tail"": ""I pause my current work and respond to the person now."", ""status"": ""current"", ""task_tail"": ""I continue my current work and do not respond to the person now.""}"
G2-0370,gate2_wp3,wp3_google_gemini25_flash_01,WP3-confirm,google_gemini25_flash,games,persona,current_neutral,"{""content"": ""current"", ""persona"": ""neutral"", ""response_tail"": ""I pause my current work and respond to the person now."", ""task_tail"": ""I continue my current work and do not respond to the person now.""}"
G2-0371,gate2_wp3,wp3_google_gemini25_flash_01,WP3-confirm,google_gemini25_flash,games,persona,current_caring,"{""content"": ""current"", ""persona"": ""caring"", ""response_tail"": ""I pause my current work and respond to the person now."", ""task_tail"": ""I continue my current work and do not respond to the person now.""}"
G2-0372,gate2_wp3,wp3_google_gemini25_flash_01,WP3-confirm,google_gemini25_flash,games,persona,archived_neutral,"{""content"": ""archived"", ""persona"": ""neutral"", ""response_tail"": ""I pause my current work and respond to the person now."", ""task_tail"": ""I continue my current work and do not respond to the person now.""}"
G2-0373,gate2_wp3,wp3_google_gemini25_flash_01,WP3-confirm,google_gemini25_flash,games,persona,archived_caring,"{""content"": ""archived"", ""persona"": ""caring"", ""response_tail"": ""I pause my current work and respond to the person now."", ""task_tail"": ""I continue my current work and do not respond to the person now.""}"
G2-0374,gate2_wp3,wp3_google_gemini25_flash_01,WP3-confirm,google_gemini25_flash,games,persona,neutral_neutral,"{""content"": ""neutral"", ""persona"": ""neutral"", ""response_tail"": ""I pause my current work and respond to the person now."", ""task_tail"": ""I continue my current work and do not respond to the person now.""}"
G2-0375,gate2_wp3,wp3_google_gemini25_flash_01,WP3-confirm,google_gemini25_flash,games,persona,neutral_caring,"{""content"": ""neutral"", ""persona"": ""caring"", ""response_tail"": ""I pause my current work and respond to the person now."", ""task_tail"": ""I continue my current work and do not respond to the person now.""}"
