audit_id,form,source_study,family_id,label,arm_id,partition,source,domain,message_source,message_domain,need,cost
R2V2-0057,B,gate1_r2b_v2,r2bv2_openai_gpt41_mini_06,,,R2b-v2-dev,openai_gpt41_mini,community,google_gemini25_flash,work,urgent,medium
R2V2-0058,B,gate1_r2b_v2,r2bv2_openai_gpt41_mini_06,,,R2b-v2-dev,openai_gpt41_mini,community,google_gemini25_flash,work,urgent,high
R2V2-0059,B,gate1_r2b_v2,r2bv2_openai_gpt41_mini_06,,,R2b-v2-dev,openai_gpt41_mini,community,google_gemini25_flash,work,urgent,no_active
R2V2-0060,B,gate1_r2b_v2,r2bv2_openai_gpt4o_mini_04,,,R2b-v2-dev,openai_gpt4o_mini,logistics,anthropic_haiku45,creative,resolved,zero
R2V2-0061,B,gate1_r2b_v2,r2bv2_openai_gpt4o_mini_04,,,R2b-v2-dev,openai_gpt4o_mini,logistics,anthropic_haiku45,creative,resolved,low
R2V2-0062,B,gate1_r2b_v2,r2bv2_openai_gpt4o_mini_04,,,R2b-v2-dev,openai_gpt4o_mini,logistics,anthropic_haiku45,creative,resolved,medium
R2V2-0063,B,gate1_r2b_v2,r2bv2_openai_gpt4o_mini_04,,,R2b-v2-dev,openai_gpt4o_mini,logistics,anthropic_haiku45,creative,resolved,high
R2V2-0064,B,gate1_r2b_v2,r2bv2_openai_gpt4o_mini_04,,,R2b-v2-dev,openai_gpt4o_mini,logistics,anthropic_haiku45,creative,resolved,no_active
R2V2-0065,B,gate1_r2b_v2,r2bv2_openai_gpt4o_mini_04,,,R2b-v2-dev,openai_gpt4o_mini,logistics,anthropic_haiku45,creative,urgent,zero
R2V2-0066,B,gate1_r2b_v2,r2bv2_openai_gpt4o_mini_04,,,R2b-v2-dev,openai_gpt4o_mini,logistics,anthropic_haiku45,creative,urgent,low
R2V2-0067,B,gate1_r2b_v2,r2bv2_openai_gpt4o_mini_04,,,R2b-v2-dev,openai_gpt4o_mini,logistics,anthropic_haiku45,creative,urgent,medium
R2V2-0068,B,gate1_r2b_v2,r2bv2_openai_gpt4o_mini_04,,,R2b-v2-dev,openai_gpt4o_mini,logistics,anthropic_haiku45,creative,urgent,high
R2V2-0069,B,gate1_r2b_v2,r2bv2_openai_gpt4o_mini_04,,,R2b-v2-dev,openai_gpt4o_mini,logistics,anthropic_haiku45,creative,urgent,no_active
R2V2-0070,B,gate1_r2b_v2,r2bv2_openai_gpt4o_mini_03,,,R2b-v2-dev,openai_gpt4o_mini,moderation,google_gemini25_flash,games,resolved,zero
R2V2-0071,B,gate1_r2b_v2,r2bv2_openai_gpt4o_mini_03,,,R2b-v2-dev,openai_gpt4o_mini,moderation,google_gemini25_flash,games,resolved,low
R2V2-0072,B,gate1_r2b_v2,r2bv2_openai_gpt4o_mini_03,,,R2b-v2-dev,openai_gpt4o_mini,moderation,google_gemini25_flash,games,resolved,medium
R2V2-0073,B,gate1_r2b_v2,r2bv2_openai_gpt4o_mini_03,,,R2b-v2-dev,openai_gpt4o_mini,moderation,google_gemini25_flash,games,resolved,high
R2V2-0074,B,gate1_r2b_v2,r2bv2_openai_gpt4o_mini_03,,,R2b-v2-dev,openai_gpt4o_mini,moderation,google_gemini25_flash,games,resolved,no_active
R2V2-0075,B,gate1_r2b_v2,r2bv2_openai_gpt4o_mini_03,,,R2b-v2-dev,openai_gpt4o_mini,moderation,google_gemini25_flash,games,urgent,zero
R2V2-0076,B,gate1_r2b_v2,r2bv2_openai_gpt4o_mini_03,,,R2b-v2-dev,openai_gpt4o_mini,moderation,google_gemini25_flash,games,urgent,low
R2V2-0077,B,gate1_r2b_v2,r2bv2_openai_gpt4o_mini_03,,,R2b-v2-dev,openai_gpt4o_mini,moderation,google_gemini25_flash,games,urgent,medium
R2V2-0078,B,gate1_r2b_v2,r2bv2_openai_gpt4o_mini_03,,,R2b-v2-dev,openai_gpt4o_mini,moderation,google_gemini25_flash,games,urgent,high
R2V2-0079,B,gate1_r2b_v2,r2bv2_openai_gpt4o_mini_03,,,R2b-v2-dev,openai_gpt4o_mini,moderation,google_gemini25_flash,games,urgent,no_active
R2V2-0080,B,gate1_r2b_v2,r2bv2_anthropic_haiku45_06,,,R2b-v2-confirm,anthropic_haiku45,community,openai_gpt41_mini,creative,resolved,zero
R2V2-0081,B,gate1_r2b_v2,r2bv2_anthropic_haiku45_06,,,R2b-v2-confirm,anthropic_haiku45,community,openai_gpt41_mini,creative,resolved,low
R2V2-0082,B,gate1_r2b_v2,r2bv2_anthropic_haiku45_06,,,R2b-v2-confirm,anthropic_haiku45,community,openai_gpt41_mini,creative,resolved,medium
R2V2-0083,B,gate1_r2b_v2,r2bv2_anthropic_haiku45_06,,,R2b-v2-confirm,anthropic_haiku45,community,openai_gpt41_mini,creative,resolved,high
R2V2-0084,B,gate1_r2b_v2,r2bv2_anthropic_haiku45_06,,,R2b-v2-confirm,anthropic_haiku45,community,openai_gpt41_mini,creative,resolved,no_active
R2V2-0085,B,gate1_r2b_v2,r2bv2_anthropic_haiku45_06,,,R2b-v2-confirm,anthropic_haiku45,community,openai_gpt41_mini,creative,urgent,zero
R2V2-0086,B,gate1_r2b_v2,r2bv2_anthropic_haiku45_06,,,R2b-v2-confirm,anthropic_haiku45,community,openai_gpt41_mini,creative,urgent,low
R2V2-0087,B,gate1_r2b_v2,r2bv2_anthropic_haiku45_06,,,R2b-v2-confirm,anthropic_haiku45,community,openai_gpt41_mini,creative,urgent,medium
R2V2-0088,B,gate1_r2b_v2,r2bv2_anthropic_haiku45_06,,,R2b-v2-confirm,anthropic_haiku45,community,openai_gpt41_mini,creative,urgent,high
R2V2-0089,B,gate1_r2b_v2,r2bv2_anthropic_haiku45_06,,,R2b-v2-confirm,anthropic_haiku45,community,openai_gpt41_mini,creative,urgent,no_active
R2V2-0090,B,gate1_r2b_v2,r2bv2_anthropic_haiku45_03,,,R2b-v2-confirm,anthropic_haiku45,moderation,openai_gpt41_mini,education,resolved,zero
R2V2-0091,B,gate1_r2b_v2,r2bv2_anthropic_haiku45_03,,,R2b-v2-confirm,anthropic_haiku45,moderation,openai_gpt41_mini,education,resolved,low
R2V2-0092,B,gate1_r2b_v2,r2bv2_anthropic_haiku45_03,,,R2b-v2-confirm,anthropic_haiku45,moderation,openai_gpt41_mini,education,resolved,medium
R2V2-0093,B,gate1_r2b_v2,r2bv2_anthropic_haiku45_03,,,R2b-v2-confirm,anthropic_haiku45,moderation,openai_gpt41_mini,education,resolved,high
R2V2-0094,B,gate1_r2b_v2,r2bv2_anthropic_haiku45_03,,,R2b-v2-confirm,anthropic_haiku45,moderation,openai_gpt41_mini,education,resolved,no_active
R2V2-0095,B,gate1_r2b_v2,r2bv2_anthropic_haiku45_03,,,R2b-v2-confirm,anthropic_haiku45,moderation,openai_gpt41_mini,education,urgent,zero
R2V2-0096,B,gate1_r2b_v2,r2bv2_anthropic_haiku45_03,,,R2b-v2-confirm,anthropic_haiku45,moderation,openai_gpt41_mini,education,urgent,low
R2V2-0097,B,gate1_r2b_v2,r2bv2_anthropic_haiku45_03,,,R2b-v2-confirm,anthropic_haiku45,moderation,openai_gpt41_mini,education,urgent,medium
R2V2-0098,B,gate1_r2b_v2,r2bv2_anthropic_haiku45_03,,,R2b-v2-confirm,anthropic_haiku45,moderation,openai_gpt41_mini,education,urgent,high
R2V2-0099,B,gate1_r2b_v2,r2bv2_anthropic_haiku45_03,,,R2b-v2-confirm,anthropic_haiku45,moderation,openai_gpt41_mini,education,urgent,no_active
R2V2-0100,B,gate1_r2b_v2,r2bv2_google_gemini25_flash_04,,,R2b-v2-confirm,google_gemini25_flash,logistics,anthropic_haiku45,moderation,resolved,zero
R2V2-0101,B,gate1_r2b_v2,r2bv2_google_gemini25_flash_04,,,R2b-v2-confirm,google_gemini25_flash,logistics,anthropic_haiku45,moderation,resolved,low
R2V2-0102,B,gate1_r2b_v2,r2bv2_google_gemini25_flash_04,,,R2b-v2-confirm,google_gemini25_flash,logistics,anthropic_haiku45,moderation,resolved,medium
R2V2-0103,B,gate1_r2b_v2,r2bv2_google_gemini25_flash_04,,,R2b-v2-confirm,google_gemini25_flash,logistics,anthropic_haiku45,moderation,resolved,high
R2V2-0104,B,gate1_r2b_v2,r2bv2_google_gemini25_flash_04,,,R2b-v2-confirm,google_gemini25_flash,logistics,anthropic_haiku45,moderation,resolved,no_active
R2V2-0105,B,gate1_r2b_v2,r2bv2_google_gemini25_flash_04,,,R2b-v2-confirm,google_gemini25_flash,logistics,anthropic_haiku45,moderation,urgent,zero
R2V2-0106,B,gate1_r2b_v2,r2bv2_google_gemini25_flash_04,,,R2b-v2-confirm,google_gemini25_flash,logistics,anthropic_haiku45,moderation,urgent,low
R2V2-0107,B,gate1_r2b_v2,r2bv2_google_gemini25_flash_04,,,R2b-v2-confirm,google_gemini25_flash,logistics,anthropic_haiku45,moderation,urgent,medium
R2V2-0108,B,gate1_r2b_v2,r2bv2_google_gemini25_flash_04,,,R2b-v2-confirm,google_gemini25_flash,logistics,anthropic_haiku45,moderation,urgent,high
R2V2-0109,B,gate1_r2b_v2,r2bv2_google_gemini25_flash_04,,,R2b-v2-confirm,google_gemini25_flash,logistics,anthropic_haiku45,moderation,urgent,no_active
R2V2-0110,B,gate1_r2b_v2,r2bv2_google_gemini25_flash_06,,,R2b-v2-confirm,google_gemini25_flash,community,openai_gpt4o_mini,games,resolved,zero
R2V2-0111,B,gate1_r2b_v2,r2bv2_google_gemini25_flash_06,,,R2b-v2-confirm,google_gemini25_flash,community,openai_gpt4o_mini,games,resolved,low
R2V2-0112,B,gate1_r2b_v2,r2bv2_google_gemini25_flash_06,,,R2b-v2-confirm,google_gemini25_flash,community,openai_gpt4o_mini,games,resolved,medium
R2V2-0113,B,gate1_r2b_v2,r2bv2_google_gemini25_flash_06,,,R2b-v2-confirm,google_gemini25_flash,community,openai_gpt4o_mini,games,resolved,high
R2V2-0114,B,gate1_r2b_v2,r2bv2_google_gemini25_flash_06,,,R2b-v2-confirm,google_gemini25_flash,community,openai_gpt4o_mini,games,resolved,no_active
R2V2-0115,B,gate1_r2b_v2,r2bv2_google_gemini25_flash_06,,,R2b-v2-confirm,google_gemini25_flash,community,openai_gpt4o_mini,games,urgent,zero
R2V2-0116,B,gate1_r2b_v2,r2bv2_google_gemini25_flash_06,,,R2b-v2-confirm,google_gemini25_flash,community,openai_gpt4o_mini,games,urgent,low
R2V2-0117,B,gate1_r2b_v2,r2bv2_google_gemini25_flash_06,,,R2b-v2-confirm,google_gemini25_flash,community,openai_gpt4o_mini,games,urgent,medium
R2V2-0118,B,gate1_r2b_v2,r2bv2_google_gemini25_flash_06,,,R2b-v2-confirm,google_gemini25_flash,community,openai_gpt4o_mini,games,urgent,high
R2V2-0119,B,gate1_r2b_v2,r2bv2_google_gemini25_flash_06,,,R2b-v2-confirm,google_gemini25_flash,community,openai_gpt4o_mini,games,urgent,no_active
R2V2-0120,B,gate1_r2b_v2,r2bv2_openai_gpt41_mini_02,,,R2b-v2-confirm,openai_gpt41_mini,education,openai_gpt4o_mini,everyday,resolved,zero
R2V2-0121,B,gate1_r2b_v2,r2bv2_openai_gpt41_mini_02,,,R2b-v2-confirm,openai_gpt41_mini,education,openai_gpt4o_mini,everyday,resolved,low
R2V2-0122,B,gate1_r2b_v2,r2bv2_openai_gpt41_mini_02,,,R2b-v2-confirm,openai_gpt41_mini,education,openai_gpt4o_mini,everyday,resolved,medium
R2V2-0123,B,gate1_r2b_v2,r2bv2_openai_gpt41_mini_02,,,R2b-v2-confirm,openai_gpt41_mini,education,openai_gpt4o_mini,everyday,resolved,high
R2V2-0124,B,gate1_r2b_v2,r2bv2_openai_gpt41_mini_02,,,R2b-v2-confirm,openai_gpt41_mini,education,openai_gpt4o_mini,everyday,resolved,no_active
R2V2-0125,B,gate1_r2b_v2,r2bv2_openai_gpt41_mini_02,,,R2b-v2-confirm,openai_gpt41_mini,education,openai_gpt4o_mini,everyday,urgent,zero
R2V2-0126,B,gate1_r2b_v2,r2bv2_openai_gpt41_mini_02,,,R2b-v2-confirm,openai_gpt41_mini,education,openai_gpt4o_mini,everyday,urgent,low
R2V2-0127,B,gate1_r2b_v2,r2bv2_openai_gpt41_mini_02,,,R2b-v2-confirm,openai_gpt41_mini,education,openai_gpt4o_mini,everyday,urgent,medium
R2V2-0128,B,gate1_r2b_v2,r2bv2_openai_gpt41_mini_02,,,R2b-v2-confirm,openai_gpt41_mini,education,openai_gpt4o_mini,everyday,urgent,high
R2V2-0129,B,gate1_r2b_v2,r2bv2_openai_gpt41_mini_02,,,R2b-v2-confirm,openai_gpt41_mini,education,openai_gpt4o_mini,everyday,urgent,no_active
R2V2-0130,B,gate1_r2b_v2,r2bv2_openai_gpt41_mini_07,,,R2b-v2-confirm,openai_gpt41_mini,everyday,google_gemini25_flash,community,resolved,zero
R2V2-0131,B,gate1_r2b_v2,r2bv2_openai_gpt41_mini_07,,,R2b-v2-confirm,openai_gpt41_mini,everyday,google_gemini25_flash,community,resolved,low
R2V2-0132,B,gate1_r2b_v2,r2bv2_openai_gpt41_mini_07,,,R2b-v2-confirm,openai_gpt41_mini,everyday,google_gemini25_flash,community,resolved,medium
R2V2-0133,B,gate1_r2b_v2,r2bv2_openai_gpt41_mini_07,,,R2b-v2-confirm,openai_gpt41_mini,everyday,google_gemini25_flash,community,resolved,high
R2V2-0134,B,gate1_r2b_v2,r2bv2_openai_gpt41_mini_07,,,R2b-v2-confirm,openai_gpt41_mini,everyday,google_gemini25_flash,community,resolved,no_active
R2V2-0135,B,gate1_r2b_v2,r2bv2_openai_gpt41_mini_07,,,R2b-v2-confirm,openai_gpt41_mini,everyday,google_gemini25_flash,community,urgent,zero
R2V2-0136,B,gate1_r2b_v2,r2bv2_openai_gpt41_mini_07,,,R2b-v2-confirm,openai_gpt41_mini,everyday,google_gemini25_flash,community,urgent,low
R2V2-0137,B,gate1_r2b_v2,r2bv2_openai_gpt41_mini_07,,,R2b-v2-confirm,openai_gpt41_mini,everyday,google_gemini25_flash,community,urgent,medium
R2V2-0138,B,gate1_r2b_v2,r2bv2_openai_gpt41_mini_07,,,R2b-v2-confirm,openai_gpt41_mini,everyday,google_gemini25_flash,community,urgent,high
R2V2-0139,B,gate1_r2b_v2,r2bv2_openai_gpt41_mini_07,,,R2b-v2-confirm,openai_gpt41_mini,everyday,google_gemini25_flash,community,urgent,no_active
R2V2-0140,B,gate1_r2b_v2,r2bv2_openai_gpt4o_mini_00,,,R2b-v2-confirm,openai_gpt4o_mini,work,google_gemini25_flash,logistics,resolved,zero
R2V2-0141,B,gate1_r2b_v2,r2bv2_openai_gpt4o_mini_00,,,R2b-v2-confirm,openai_gpt4o_mini,work,google_gemini25_flash,logistics,resolved,low
R2V2-0142,B,gate1_r2b_v2,r2bv2_openai_gpt4o_mini_00,,,R2b-v2-confirm,openai_gpt4o_mini,work,google_gemini25_flash,logistics,resolved,medium
R2V2-0143,B,gate1_r2b_v2,r2bv2_openai_gpt4o_mini_00,,,R2b-v2-confirm,openai_gpt4o_mini,work,google_gemini25_flash,logistics,resolved,high
R2V2-0144,B,gate1_r2b_v2,r2bv2_openai_gpt4o_mini_00,,,R2b-v2-confirm,openai_gpt4o_mini,work,google_gemini25_flash,logistics,resolved,no_active
R2V2-0145,B,gate1_r2b_v2,r2bv2_openai_gpt4o_mini_00,,,R2b-v2-confirm,openai_gpt4o_mini,work,google_gemini25_flash,logistics,urgent,zero
R2V2-0146,B,gate1_r2b_v2,r2bv2_openai_gpt4o_mini_00,,,R2b-v2-confirm,openai_gpt4o_mini,work,google_gemini25_flash,logistics,urgent,low
R2V2-0147,B,gate1_r2b_v2,r2bv2_openai_gpt4o_mini_00,,,R2b-v2-confirm,openai_gpt4o_mini,work,google_gemini25_flash,logistics,urgent,medium
R2V2-0148,B,gate1_r2b_v2,r2bv2_openai_gpt4o_mini_00,,,R2b-v2-confirm,openai_gpt4o_mini,work,google_gemini25_flash,logistics,urgent,high
R2V2-0149,B,gate1_r2b_v2,r2bv2_openai_gpt4o_mini_00,,,R2b-v2-confirm,openai_gpt4o_mini,work,google_gemini25_flash,logistics,urgent,no_active
R2V2-0150,B,gate1_r2b_v2,r2bv2_openai_gpt4o_mini_05,,,R2b-v2-confirm,openai_gpt4o_mini,creative,openai_gpt41_mini,games,resolved,zero
R2V2-0151,B,gate1_r2b_v2,r2bv2_openai_gpt4o_mini_05,,,R2b-v2-confirm,openai_gpt4o_mini,creative,openai_gpt41_mini,games,resolved,low
R2V2-0152,B,gate1_r2b_v2,r2bv2_openai_gpt4o_mini_05,,,R2b-v2-confirm,openai_gpt4o_mini,creative,openai_gpt41_mini,games,resolved,medium
R2V2-0153,B,gate1_r2b_v2,r2bv2_openai_gpt4o_mini_05,,,R2b-v2-confirm,openai_gpt4o_mini,creative,openai_gpt41_mini,games,resolved,high
R2V2-0154,B,gate1_r2b_v2,r2bv2_openai_gpt4o_mini_05,,,R2b-v2-confirm,openai_gpt4o_mini,creative,openai_gpt41_mini,games,resolved,no_active
R2V2-0155,B,gate1_r2b_v2,r2bv2_openai_gpt4o_mini_05,,,R2b-v2-confirm,openai_gpt4o_mini,creative,openai_gpt41_mini,games,urgent,zero
R2V2-0156,B,gate1_r2b_v2,r2bv2_openai_gpt4o_mini_05,,,R2b-v2-confirm,openai_gpt4o_mini,creative,openai_gpt41_mini,games,urgent,low
R2V2-0157,B,gate1_r2b_v2,r2bv2_openai_gpt4o_mini_05,,,R2b-v2-confirm,openai_gpt4o_mini,creative,openai_gpt41_mini,games,urgent,medium
R2V2-0158,B,gate1_r2b_v2,r2bv2_openai_gpt4o_mini_05,,,R2b-v2-confirm,openai_gpt4o_mini,creative,openai_gpt41_mini,games,urgent,high
R2V2-0159,B,gate1_r2b_v2,r2bv2_openai_gpt4o_mini_05,,,R2b-v2-confirm,openai_gpt4o_mini,creative,openai_gpt41_mini,games,urgent,no_active
